Image_Name,First_order_moment,,,Second_order_moment,,,Third_order_moment,,,class
 'Clean_water\\2022-11-12 (70).png',0.0133,1.5715,1.9055,0.022,0.0587,0.0498,0.0185,0.0009,-0.0005,Clean
 'Clean_water\\2022-11-12 (71).png',0.0236,0.7019,1.5247,0.064,0.1133,0.1259,0.0332,0.0099,-0.0011,Clean
 'Clean_water\\2022-11-12 (72).png',1.63,1.6515,1.5392,0.2387,0.1387,0.104,-0.0019,-0.0023,-0.0038,Clean
 'Clean_water\\2022-11-12 (73).png',0.0059,1.5077,2.0025,0.0101,0.0396,0.0249,0.019,0.0027,0.0013,Clean
 'Clean_water\\2022-11-12 (74).png',0.0976,1.6046,1.8495,0.1948,0.0775,0.0375,0.0144,-0.0039,-0.0063,Clean
 'Clean_water\\2022-11-12 (76).png',0.005,0.7321,1.1702,0.0108,0.0438,0.0547,0.0268,0.0046,0.0035,Clean
 'Clean_water\\2022-11-12 (77).png',0.1075,0.9782,1.2671,0.1065,0.0921,0.0723,0.0067,0.0015,0.001,Clean
 'Clean_water\\2022-11-12 (78).png',0.0045,0.8127,1.3052,0.0094,0.0568,0.062,0.0251,0.0073,0.0024,Clean
 'Clean_water\\2022-11-12 (80).png',0.0681,1.686,1.7755,0.125,0.1429,0.1531,0.02,-0.0046,-0.0014,Clean
 'Clean_water\\2022-11-12 (81).png',0.2681,1.5674,1.7621,0.4572,0.2562,0.0986,0.0151,0.0048,0.0071,Clean
 'Clean_water\\2022-11-12 (84).png',1.1056,2.0327,1.8771,0.1068,0.0632,0.0754,-0.0065,-0.0081,-0.0085,Clean
 'Clean_water\\2022-11-12 (85).png',0.5317,2.017,1.9626,0.3508,0.2026,0.1736,0.0063,0.0042,0.006,Clean
 'Clean_water\\2022-11-12 (88).png',1.6634,1.7784,1.8488,0.3495,0.3074,0.2866,-0.0031,-0.0027,-0.0024,Clean
 'Clean_water\\2022-11-12 (89).png',0.9906,1.967,1.7888,0.106,0.0787,0.0918,-0.0039,-0.0057,-0.0054,Clean
 'Clean_water\\2022-11-12 (90).png',0.1549,1.8843,1.9316,0.2034,0.1893,0.1378,0.0178,0.0054,0.0073,Clean
 'Clean_water\\2022-11-12 (91).png',1.974,2.1643,2.4779,0.0632,0.0475,0.0264,0.0008,0,-0.0004,Clean
 'Clean_water\\2022-11-12 (92).png',0.273,1.2889,1.4275,0.122,0.0758,0.0799,0.0126,0.0028,0.003,Clean
 'Clean_water\\2022-11-12 (93).png',0.0065,1.2497,1.5855,0.0089,0.0267,0.0314,0.0143,-0.0002,-0.0007,Clean
 'Clean_water\\2022-11-12 (94).png',0.0479,0.9383,1.2177,0.0165,0.1059,0.0608,-0.0003,0.0032,0.0033,Clean
 'Clean_water\\2022-11-12 (95).png',0.1735,1.2709,1.297,0.0265,0.049,0.0512,0.0038,-0.0021,-0.0041,Clean
 'Clean_water\\2022-11-12 (96).png',0.5552,1.7448,1.9475,0.4214,0.3734,0.3665,0.0005,-0.0066,-0.0071,Clean
 'Clean_water\\2022-11-12 (97).png',0.0651,1.0916,1.3586,0.0319,0.0616,0.0517,0.0058,0.002,0.0015,Clean
 'Clean_water\\2022-11-12 (98).png',0.2794,0.7208,0.9805,0.0925,0.0716,0.0846,0.012,0.0092,-0.0007,Clean
 'Clean_water\\2022-11-12 (99).png',0.0391,1.4011,1.7114,0.1193,0.0845,0.0671,0.0226,0.0029,0.0041,Clean
 'Clean_water\\26.png',0.915,2.0833,2.2252,0.5518,0.1942,0.1517,0.0047,0.0053,0.0041,Clean
 'Clean_water\\27.png',1.0458,1.9309,2.2078,0.2245,0.1597,0.1398,0.0088,0.0082,0.0021,Clean
 'Clean_water\\28.png',1.7646,2.075,2.053,0.19,0.1385,0.1469,0.002,-0.0019,-0.0031,Clean
 'Clean_water\\29.png',0.1549,1.5469,1.5349,0.2659,0.1065,0.0852,0.0183,-0.0009,-0.0002,Clean
 'Clean_water\\3 (2).png',0.8115,1.476,1.3174,0.4951,0.1804,0.2316,0.0052,0.0046,-0.0001,Clean
 'Clean_water\\3 (3).png',0.7562,1.9293,2.1294,0.2717,0.0953,0.1036,0.0041,-0.0001,-0.0016,Clean
 'Clean_water\\3 (4).png',0.7088,1.4148,1.5325,0.056,0.0421,0.0823,0.0075,0.0063,0.0028,Clean
 'Clean_water\\3 (5).png',0.69,1.9587,2.2188,0.1839,0.0703,0.0554,-0.006,-0.004,-0.002,Clean
 'Clean_water\\30.png',0.96,1.1572,1.209,0.1374,0.2154,0.1886,-0.0035,0.0003,-0.0011,Clean
 'Clean_water\\31.png',0.0149,1.0359,1.0331,0.0276,0.2111,0.1694,0.016,-0.002,-0.0019,Clean
 'Clean_water\\32.png',0.1153,1.0621,1.307,0.2204,0.2293,0.2333,0.0217,0.0017,-0.0006,Clean
 'Clean_water\\33.png',1.1825,1.9733,1.6486,0.234,0.1926,0.1966,-0.0043,-0.0049,-0.003,Clean
 'Clean_water\\34.png',0.5547,1.8963,2.0169,0.1852,0.1384,0.1076,-0.0032,-0.0075,-0.0048,Clean
 'Clean_water\\35.png',0.0139,0.6502,1.4928,0.0168,0.1076,0.0908,0.014,0.0075,0.0038,Clean
 'Clean_water\\36.png',0.7464,1.6504,2.2776,0.1025,0.0598,0.0416,-0.0047,-0.0028,-0.0062,Clean
 'Clean_water\\37.png',2.2664,2.0341,1.8082,0.1128,0.1234,0.1307,0.0041,0.0054,0.0052,Clean
 'Clean_water\\38.png',0.0922,1.1708,1.4632,0.2424,0.2119,0.1594,0.0135,-0.0043,-0.0057,Clean
 'Clean_water\\39.png',0.0107,1.0373,1.3072,0.0183,0.1334,0.113,0.0115,0.002,0.0022,Clean
 'Clean_water\\4 (2).png',0.0541,1.5769,2.1557,0.1678,0.2443,0.1449,0.0428,0.0046,0.0026,Clean
 'Clean_water\\4 (3).png',0.834,1.7043,1.7746,0.2897,0.1138,0.1329,-0.0053,-0.0073,-0.007,Clean
 'Clean_water\\4 (4).png',1.5921,2.212,2.2556,0.3859,0.1202,0.0716,0.0032,-0.0164,-0.0105,Clean
 'Clean_water\\4 (5).png',1.8012,2.0427,2.0645,0.1435,0.0864,0.0704,-0.0019,0.0007,0.0019,Clean
 'Clean_water\\4.png',0.839,1.8108,1.9352,0.0661,0.0456,0.0653,0.0023,-0.0068,-0.0058,Clean
 'Clean_water\\41.png',1.164,1.4067,1.7748,0.3287,0.2035,0.1762,-0.0014,0.0003,-0.0003,Clean
 'Clean_water\\43.png',0.661,1.527,1.68,0.1733,0.1849,0.1494,0.0171,0,0.0043,Clean
 'Clean_water\\44.png',0.4511,1.6324,1.4715,0.2117,0.1764,0.1653,0.0014,-0.0008,-0.0002,Clean
 'Clean_water\\45.png',2.0824,2.2509,2.3854,0.2142,0.1553,0.1367,-0.0119,-0.0131,-0.0137,Clean
 'Clean_water\\46.png',1.5789,1.9674,2.1992,0.0863,0.0777,0.0785,-0.0008,-0.0065,-0.0076,Clean
 'Clean_water\\47.png',0.3548,1.5992,2.2294,0.2736,0.1997,0.1476,0.0084,0.0043,0.0016,Clean
 'Clean_water\\48.png',1.6164,2.1546,2.3522,0.2195,0.1071,0.0729,0.004,0.0046,0.001,Clean
 'Clean_water\\49.png',1.593,2.0247,2.249,0.1505,0.12,0.1071,0.0026,0.0055,0.0028,Clean
 'Clean_water\\5 (2).png',2.0846,2.0924,2.0212,0.0697,0.0565,0.0581,-0.0055,-0.0029,-0.0018,Clean
 'Clean_water\\5 (3).png',1.8656,2.2682,1.8742,0.2255,0.1267,0.0553,-0.0044,-0.0032,0.0021,Clean
 'Clean_water\\5 (4).png',0.6133,1.6792,2.1685,0.4927,0.1517,0.144,0.0047,0.0038,-0.0039,Clean
 'Clean_water\\5 (5).png',0.0042,1.7893,2.1905,0.0167,0.119,0.0735,0.038,0.0047,0.002,Clean
 'Clean_water\\5 (6).png',0.0715,1.5781,1.6815,0.1042,0.086,0.1212,0.0192,0.0074,0.006,Clean
 'Clean_water\\5 (7).png',1.8509,2.3803,2.0298,0.3361,0.167,0.1376,0.0043,-0.0111,-0.0085,Clean
 'Clean_water\\50.png',0.4178,1.5247,1.9097,0.1817,0.0875,0.0843,0.0006,0.0038,0.0031,Clean
 'Clean_water\\51.png',1.1908,1.8887,2.0085,0.2568,0.1948,0.1368,0.0019,-0.003,-0.0058,Clean
 'Clean_water\\52.png',1.7611,2.2464,2.1951,0.6788,0.1271,0.0853,-0.0055,-0.0174,-0.0037,Clean
 'Clean_water\\53.png',0.8461,1.4826,1.1864,0.199,0.2069,0.1857,-0.0035,-0.0057,-0.0047,Clean
 'Clean_water\\54.png',0.7465,1.786,1.8673,0.5081,0.2209,0.186,0.0053,0.0067,0.006,Clean
 'Clean_water\\55.png',0.9049,2.1746,2.3079,0.6055,0.0634,0.0695,0.0009,0.0016,-0.0006,Clean
 'Clean_water\\56.png',0.0374,1.8021,1.9798,0.2554,0.0901,0.071,0.0217,0.0034,0.0035,Clean
 'Clean_water\\57.png',1.3513,2.1013,2.1131,0.5166,0.1777,0.1111,0.0026,-0.0173,-0.0107,Clean
 'Clean_water\\58.png',0.7613,1.9525,2.0841,0.4651,0.1037,0.0554,-0.0029,0.0011,0.0025,Clean
 'Clean_water\\59.png',1.135,2.0188,2.0621,0.5896,0.1444,0.0724,-0.0043,0.0012,0.0048,Clean
 'Clean_water\\6 (2).png',0.3607,1.8128,1.8433,0.2518,0.1564,0.1779,0.0048,-0.0022,-0.0017,Clean
 'Clean_water\\6 (3).png',0.0073,1.8872,2.1392,0.0147,0.064,0.0571,0.0233,-0.0001,-0.0017,Clean
 'Clean_water\\6 (4).png',0.2313,1.9317,2.1045,0.3475,0.1093,0.122,0.0152,-0.005,-0.0091,Clean
 'Clean_water\\6 (5).png',0.023,0.7634,1.2524,0.0155,0.0914,0.1136,0.0036,-0.0015,0.0021,Clean
 'Clean_water\\6 (6).png',0.4304,1.4761,1.9688,0.2768,0.1404,0.2147,0.0023,-0.0096,-0.0073,Clean
 'Clean_water\\60.png',1.7909,2.0172,2.1012,0.1469,0.1343,0.1483,0.0008,0.0013,0.0006,Clean
 'Clean_water\\61.png',0.2989,1.5254,1.7968,0.212,0.2428,0.2025,0.0095,0.0002,0.0004,Clean
 'Clean_water\\62.png',0.6806,2.1039,2.3547,0.3965,0.1559,0.1002,0.0019,0.0038,0.002,Clean
 'Clean_water\\63.png',1.3808,2.1884,2.2067,0.1746,0.1023,0.0995,-0.0024,-0.0021,-0.0028,Clean
 'Clean_water\\64.png',1.4918,2.2086,2.3881,0.5635,0.0855,0.0684,-0.0082,-0.0073,-0.014,Clean
 'Clean_water\\65.png',1.377,2.0621,2.3427,0.8396,0.2731,0.137,-0.0055,-0.0191,-0.006,Clean
 'Clean_water\\66.png',0.6051,1.6283,1.8413,0.5294,0.2004,0.1749,0.0036,-0.0013,-0.0007,Clean
 'Clean_water\\67.png',1.2962,1.955,2.2259,0.1927,0.13,0.1249,0.0043,0.0037,0.0035,Clean
 'Clean_water\\68.png',1.5984,2.128,2.3286,0.3597,0.1982,0.1612,-0.0026,-0.0029,-0.0046,Clean
 'Clean_water\\69.png',0.568,1.9722,2.3053,0.315,0.1044,0.0614,-0.0027,-0.0024,-0.0035,Clean
 'Clean_water\\7 (2).png',1.0981,1.8457,1.667,0.6268,0.1446,0.1628,-0.0029,-0.0005,0.0015,Clean
 'Clean_water\\7 (3).png',0.0505,1.4799,1.9882,0.0146,0.212,0.1446,-0.0004,-0.0016,-0.0037,Clean
 'Clean_water\\7 (4).png',1.584,2.0459,2.1788,0.2302,0.1369,0.1316,0.0057,0.005,0.005,Clean
 'Clean_water\\7 (5).png',1.7938,2.1603,1.887,0.6089,0.0947,0.1206,-0.0099,-0.0036,0.0076,Clean
 'Clean_water\\7 (6).png',0.995,1.9591,1.7339,0.2241,0.106,0.1442,-0.0036,-0.0024,-0.0023,Clean
 'Clean_water\\70.png',0.9458,1.6859,1.7818,0.473,0.2113,0.2069,-0.0053,-0.004,-0.0021,Clean
 'Clean_water\\71.png',0.2653,1.5349,1.8601,0.3855,0.1909,0.1599,0.0167,0.0017,0,Clean
 'Clean_water\\72.png',1.1484,1.739,2.0141,0.4409,0.3455,0.2803,0.0031,0.0004,0.0024,Clean
 'Clean_water\\73.png',0.6013,2.1698,2.2485,0.161,0.0907,0.0673,-0.0039,-0.0203,-0.0144,Clean
 'Clean_water\\74.png',2.0666,2.3513,2.4323,0.2479,0.0741,0.06,-0.0046,-0.0046,-0.004,Clean
 'Clean_water\\75.png',0.3366,1.6771,2.1588,0.2796,0.1222,0.1157,0.0133,0.0022,0.003,Clean
 'Clean_water\\76.png',0.6224,2.0155,2.0073,0.3336,0.0735,0.0753,-0.0048,-0.0058,-0.0051,Clean
 'Clean_water\\77.png',1.7828,2.2381,2.3141,0.3585,0.0927,0.0731,-0.0016,0.0016,0.0069,Clean
 'Clean_water\\78.png',1.1887,2.0221,2.0664,0.1578,0.0772,0.07,0.0049,0.0079,0.0059,Clean
 'Clean_water\\79.png',1.2624,2.049,2.0915,0.177,0.0948,0.0878,0.0069,0.0081,0.0069,Clean
 'Clean_water\\8 (2).png',0.6423,1.6873,1.6631,0.2806,0.1096,0.0779,-0.001,-0.0056,-0.004,Clean
 'Clean_water\\8 (3).png',1.365,1.9255,1.7389,0.1977,0.0816,0.0822,-0.0032,0.0005,-0.0008,Clean
 'Clean_water\\8 (4).png',1.2311,2.1619,2.1408,0.2746,0.1515,0.1429,0.0045,0.0033,0.0039,Clean
 'Clean_water\\8 (5).png',0.148,1.6372,2.2079,0.0898,0.1266,0.097,0.0074,-0.0007,-0.0042,Clean
 'Clean_water\\8 (6).png',0.0588,0.9896,1.7299,0.0417,0.1742,0.1861,0.0056,0.0078,0.0056,Clean
 'Clean_water\\80 (1).png',2.3727,2.1513,1.925,0.0532,0.0576,0.0597,0.0018,0.0034,0.0026,Clean
 'Clean_water\\80 (2).png',1.8407,2.06,1.8621,0.3632,0.0909,0.138,-0.0038,0.0074,0.0082,Clean
 'Clean_water\\82 (10).png',0.1363,1.6371,2.1954,0.1169,0.3295,0.2355,0.0054,-0.0028,-0.0049,Clean
 'Clean_water\\82 (11).png',0.0397,1.7388,1.866,0.1126,0.0607,0.0511,0.0377,0.006,0.0032,Clean
 'Clean_water\\82 (12).png',0.1513,1.6327,1.5424,0.2231,0.0827,0.1002,0.0144,0.0026,0.0029,Clean
 'Clean_water\\82 (13).png',0.0827,1.4933,2.192,0.0452,0.2814,0.1997,-0.0005,-0.0025,-0.0057,Clean
 'Clean_water\\82 (14).png',0.1114,1.6208,1.5183,0.1565,0.0687,0.0766,0.0121,0.0023,0.0031,Clean
 'Clean_water\\82 (15).png',0.1315,1.7701,1.8814,0.2101,0.0743,0.064,0.0192,0.0071,0.008,Clean
 'Clean_water\\82 (2).png',1.4283,2.3013,2.293,0.1986,0.0684,0.0748,-0.0061,-0.0029,-0.0052,Clean
 'Clean_water\\82 (3).png',0.1743,1.087,1.3611,0.2808,0.2713,0.2734,0.0212,0.0066,0.0049,Clean
 'Clean_water\\82 (4).png',1.5538,2.2207,2.1344,0.1073,0.0581,0.0645,-0.0032,-0.0002,-0.0004,Clean
 'Clean_water\\82 (5).png',0.1286,1.7727,1.8852,0.1866,0.0681,0.0624,0.0184,0.0073,0.0077,Clean
 'Clean_water\\82 (6).png',1.5234,2.2326,2.021,0.2497,0.1323,0.1505,-0.007,-0.0059,-0.0042,Clean
 'Clean_water\\82 (7).png',1.4712,2.1726,2.1259,0.181,0.1251,0.1021,-0.0009,-0.0019,-0.0035,Clean
 'Clean_water\\82 (8).png',1.3526,1.953,1.9615,0.2159,0.0828,0.0786,-0.0068,-0.0037,-0.0018,Clean
 'Clean_water\\82 (9).png',0.1359,1.7686,1.8804,0.226,0.0763,0.0649,0.0191,0.0074,0.0079,Clean
 'Clean_water\\83 (10).png',1.8696,2.0705,2.0302,0.2283,0.0661,0.0499,-0.0072,-0.0073,-0.0022,Clean
 'Clean_water\\83 (11).png',1.5664,1.9137,2.0131,0.2672,0.0913,0.1168,0.0055,-0.0055,-0.0053,Clean
 'Clean_water\\83 (12).png',0.8383,1.8182,2.1377,0.1079,0.0924,0.095,0.022,0.0051,0.0016,Clean
 'Clean_water\\83 (13).png',0.6727,1.6487,1.9346,0.314,0.2393,0.2693,-0.0056,-0.0062,-0.0033,Clean
 'Clean_water\\83 (14).png',0.121,1.0878,2.1203,0.0487,0.0997,0.0304,0.0132,0.0102,0.0104,Clean
 'Clean_water\\83 (15).png',1.0824,1.5422,1.8519,0.3119,0.1745,0.0677,0.0026,0.0002,-0.001,Clean
 'Clean_water\\83 (16).png',1.6732,2.1301,1.9537,0.2094,0.0625,0.0657,-0.0035,0.0029,0.0006,Clean
 'Clean_water\\83 (2).png',0.0841,1.3682,1.5891,0.1916,0.2421,0.2057,0.0433,0.0112,0.0119,Clean
 'Clean_water\\83 (3).png',1.9807,2.1666,1.9649,0.0849,0.0506,0.0539,0.0025,0.0027,0.0008,Clean
 'Clean_water\\83 (4).png',1.1142,2.0918,1.9749,0.3552,0.0639,0.0597,-0.0079,0.0014,0.0002,Clean
 'Clean_water\\83 (5).png',0.869,1.9613,1.9409,0.2431,0.1898,0.1889,0.0086,0.0053,0.0029,Clean
 'Clean_water\\83 (6).png',1.2995,1.9831,2.0708,0.5313,0.1597,0.058,-0.0037,-0.0116,-0.0149,Clean
 'Clean_water\\83 (7).png',1.2435,1.6417,2.1276,0.028,0.0182,0.0377,-0.0037,-0.0034,-0.0026,Clean
 'Clean_water\\83 (8).png',0.2257,0.8277,1.5735,0.1279,0.1104,0.0678,0.0001,-0.0042,-0.0074,Clean
 'Clean_water\\83 (9).png',0.7775,1.7631,2.0848,0.084,0.0942,0.0997,0.0117,0.004,0.0027,Clean
 'Clean_water\\84 (10).png',1.1604,2.023,2.1759,0.3039,0.0678,0.0584,0.0091,0.0103,0.0063,Clean
 'Clean_water\\84 (12).png',1.1916,1.5654,1.9859,0.0448,0.0511,0.0686,0.0067,-0.0026,-0.0021,Clean
 'Clean_water\\84 (2).png',1.342,1.7746,1.8359,0.1254,0.0707,0.0536,-0.0115,0.0019,-0.0003,Clean
 'Clean_water\\84 (3).png',0.0105,1.2843,1.8329,0.0195,0.1122,0.1265,0.0253,-0.0046,-0.0083,Clean
 'Clean_water\\84 (4).png',0.0485,1.019,1.3972,0.0863,0.3999,0.4351,0.023,0.0003,-0.0021,Clean
 'Clean_water\\84 (5).png',0.0275,0.9075,1.3823,0.0765,0.3111,0.3057,0.0371,-0.0001,0,Clean
 'Clean_water\\84 (7).png',1.3964,1.7811,1.5781,0.7243,0.244,0.1572,-0.0072,-0.0084,-0.0051,Clean
 'Clean_water\\84 (8).png',0.5095,1.895,2.1273,0.3514,0.3622,0.2477,0.0013,-0.0045,-0.0056,Clean
 'Clean_water\\84 (9).png',1.0454,1.9241,2.2093,0.262,0.1013,0.0443,-0.0009,-0.0023,-0.0097,Clean
 'Clean_water\\85 (10).png',0.0062,0.6612,0.8137,0.0433,0.1316,0.1319,0.0444,0.0065,0.011,Clean
 'Clean_water\\85 (11).png',0.0231,1.3216,1.7572,0.0332,0.1145,0.1243,0.0164,-0.0021,-0.005,Clean
 'Clean_water\\85 (2).png',1.0979,2.1133,2.1601,0.194,0.1245,0.0934,-0.0011,-0.0124,-0.0118,Clean
 'Clean_water\\85 (3).png',0.8735,1.7182,1.6822,0.4176,0.2086,0.1743,0.0015,0.0007,0.0009,Clean
 'Clean_water\\85 (4).png',1.8432,2.1705,2.1557,0.1369,0.044,0.045,-0.0033,-0.0091,-0.0089,Clean
 'Clean_water\\85 (5).png',2.117,2.2126,2.0568,0.1222,0.0897,0.0879,-0.0052,-0.0027,-0.0017,Clean
 'Clean_water\\85 (6).png',0.7567,1.9104,2.1749,0.6674,0.3126,0.2576,-0.0009,-0.0033,-0.004,Clean
 'Clean_water\\85 (7).png',1.9435,2.1777,2.1528,0.0703,0.0305,0.0371,-0.001,-0.0029,-0.002,Clean
 'Clean_water\\85 (8).png',1.4004,2.1691,2.3891,0.0823,0.0505,0.0367,0.006,0.0126,0.0075,Clean
 'Clean_water\\85 (9).png',0.0065,1.4363,1.6705,0.0113,0.1014,0.0488,0.021,-0.0103,0.005,Clean
 'Clean_water\\86 (10).png',1.4674,2.0612,2.1757,0.1698,0.0377,0.1386,-0.0015,0.0064,0.0003,Clean
 'Clean_water\\86 (11).png',1.6636,2.1283,2.2451,0.3438,0.1416,0.0875,0.0055,0.003,0.0052,Clean
 'Clean_water\\86 (2).png',0.2051,1.8678,1.7726,0.3888,0.1736,0.184,0.0219,0.0041,0.0108,Clean
 'Clean_water\\86 (3).png',0.121,1.1109,1.2362,0.1814,0.2006,0.1939,0.0143,0.0052,0.0052,Clean
 'Clean_water\\86 (4).png',1.1583,2.0657,2.2066,0.3466,0.1574,0.1294,-0.0058,-0.0056,-0.0079,Clean
 'Clean_water\\86 (5).png',0.004,0.9747,1.1537,0.007,0.1023,0.1005,0.0177,0.0094,0.0086,Clean
 'Clean_water\\86 (6).png',0.8603,2.3312,2.3271,0.4338,0.1045,0.1306,-0.0012,-0.0077,-0.0096,Clean
 'Clean_water\\86 (7).png',0.4764,2.1157,1.9113,0.3749,0.1383,0.1419,0.0058,-0.0008,0.0012,Clean
 'Clean_water\\86 (8).png',0.0039,0.9298,1.1919,0.0096,0.1981,0.173,0.0281,-0.0064,-0.0066,Clean
 'Clean_water\\86 (9).png',0.1593,2.1895,2.2915,0.201,0.1683,0.1224,0.0165,-0.0018,0.0044,Clean
 'Clean_water\\87 (10).png',0.0034,1.6303,2.2418,0.0439,0.1826,0.0956,0.0319,-0.0003,-0.0057,Clean
 'Clean_water\\87 (11).png',0.5253,1.9857,2.1687,0.4245,0.1185,0.1156,0.004,-0.0007,-0.0009,Clean
 'Clean_water\\87 (12).png',0.7438,1.7941,1.8816,0.4254,0.3111,0.2814,0.0046,-0.0008,-0.003,Clean
 'Clean_water\\87 (13).png',0.6156,1.7572,1.8975,0.4716,0.3476,0.2727,0.0062,-0.0002,0.0004,Clean
 'Clean_water\\87 (14).png',0.494,1.7533,1.7797,0.2788,0.1708,0.15,0.0044,0.0061,0.0047,Clean
 'Clean_water\\87 (3).png',0.305,1.9379,2.0025,0.2919,0.1447,0.1221,0.0066,-0.0015,0.0004,Clean
 'Clean_water\\87 (4).png',1.0515,1.4852,1.3644,0.1352,0.1219,0.1327,-0.0034,-0.0028,-0.0044,Clean
 'Clean_water\\87 (5).png',0.161,1.5035,1.4087,0.2384,0.0929,0.0875,0.0141,0.0022,0.0036,Clean
 'Clean_water\\87 (6).png',1.1992,1.7787,1.6735,0.5731,0.1448,0.1625,-0.0025,0,0.0045,Clean
 'Clean_water\\87 (7).png',0.4452,2.056,2.2451,0.3851,0.1369,0.1306,0.0065,-0.0006,-0.0027,Clean
 'Clean_water\\87 (8).png',0.2826,1.7632,1.7717,0.2816,0.1729,0.1482,0.0127,0.0079,0.007,Clean
 'Clean_water\\87 (9).png',0.7899,1.9079,2.0363,0.308,0.2552,0.2091,-0.0013,-0.0098,-0.0089,Clean
 'Clean_water\\88 (10).png',1.108,2.1488,2.1818,0.3132,0.1137,0.0817,0.0024,-0.0049,-0.0039,Clean
 'Clean_water\\88 (11).png',1.817,2.0261,2.1648,0.1321,0.1078,0.1038,-0.0024,-0.002,0.0001,Clean
 'Clean_water\\88 (12).png',2.185,2.2584,2.3523,0.2601,0.1957,0.0967,0.001,0.0012,0.0001,Clean
 'Clean_water\\88 (2).png',0.4372,2.1551,2.3388,0.4434,0.1304,0.1088,0.0067,0.0034,0.001,Clean
 'Clean_water\\88 (3).png',1.4245,1.9941,2.3655,0.1461,0.0763,0.0451,0.0045,0.0058,0.0037,Clean
 'Clean_water\\88 (4).png',0.0147,0.8903,1.4567,0.0255,0.129,0.1052,0.0223,0.0046,0.0049,Clean
 'Clean_water\\88 (5).png',0.0156,1.6379,2.0623,0.0387,0.1431,0.1145,0.0235,-0.0003,-0.0011,Clean
 'Clean_water\\88 (7).png',1.6182,2.3245,2.345,0.3082,0.0711,0.0974,-0.0035,0,-0.0061,Clean
 'Clean_water\\88 (8).png',1.1411,2.2442,2.3598,0.4118,0.0968,0.1144,-0.002,-0.0078,-0.0001,Clean
 'Clean_water\\88 (9).png',1.7348,2.1374,2.0447,0.5408,0.1419,0.098,-0.0085,-0.0043,-0.0004,Clean
 'Clean_water\\89 (2).png',0.8774,1.9717,2.234,0.2109,0.1574,0.1293,-0.0007,-0.0014,-0.0017,Clean
 'Clean_water\\89 (4).png',2.0642,2.3046,2.2075,0.1378,0.0647,0.0449,-0.0117,-0.0028,0,Clean
 'Clean_water\\89 (5).png',0.7267,1.4405,1.3525,0.4556,0.2325,0.2094,0.0001,0.0039,0.0051,Clean
 'Clean_water\\89 (6).png',0.2679,1.2534,1.252,0.1558,0.2051,0.1975,0.0084,-0.0057,-0.006,Clean
 'Clean_water\\89 (7).png',0.0361,1.8525,2.2654,0.068,0.2683,0.1447,0.0208,-0.0096,-0.0125,Clean
 'Clean_water\\9 (2).png',0.8977,1.7344,1.7928,0.4104,0.2402,0.237,0.0022,0.0031,0.0021,Clean
 'Clean_water\\9 (3).png',0.3854,2.0149,2.1589,0.5158,0.2312,0.1832,0.0127,0.0001,0.001,Clean
 'Clean_water\\9 (5).png',0.5019,1.706,2.0388,0.3168,0.1075,0.0963,0.0048,-0.0042,0.0068,Clean
 'Clean_water\\9 (6).png',0.7915,1.8014,2.1107,0.3552,0.1339,0.0846,0.004,0.0038,-0.0027,Clean
 'Clean_water\\90 (2).png',0.8445,2.137,2.3775,0.3447,0.0976,0.0688,0,-0.0016,-0.0022,Clean
 'Clean_water\\90 (3).png',0.0649,0.6731,1.4798,0.0171,0.1476,0.2391,0.0112,0.0144,0.0127,Clean
 'Clean_water\\90 (4).png',0.268,2.2051,2.4678,0.2844,0.1018,0.0672,0.0113,0.0023,-0.0063,Clean
 'Clean_water\\90 (5).png',0.0213,1.9438,2.0827,0.0725,0.0985,0.0754,0.0438,-0.0042,-0.007,Clean
 'Clean_water\\90 (6).png',1.44,2.2291,2.3874,0.1735,0.0735,0.0617,-0.0008,0.0008,0.0002,Clean
 'Clean_water\\91 (2).png',2.0231,2.1968,2.0997,0.2423,0.1034,0.0855,-0.0068,-0.0013,0.0006,Clean
 'Clean_water\\91 (3).png',0.0058,1.6318,1.8189,0.0223,0.0605,0.0496,0.0346,-0.0092,-0.007,Clean
 'Clean_water\\91 (4).png',1.4887,2.1026,2.2909,0.3747,0.1083,0.0424,-0.0053,-0.0085,-0.0033,Clean
 'Clean_water\\91 (5).png',1.9531,2.2186,2.3054,0.1844,0.0864,0.0241,-0.0041,-0.0067,-0.0017,Clean
 'Clean_water\\92 (2).png',0.6772,1.9522,1.9859,0.4024,0.1486,0.1268,-0.0019,0.0024,0.0039,Clean
 'Clean_water\\92 (3).png',1.7415,2.3022,2.2586,0.4649,0.111,0.0773,-0.0085,-0.0089,-0.0084,Clean
 'Clean_water\\92 (4).png',0.6275,1.8054,1.7452,0.4237,0.1304,0.1177,0.0043,0.0144,0.0152,Clean
 'Clean_water\\93 (2).png',1.0218,2.0432,2.2035,0.4945,0.208,0.1698,-0.0023,-0.0083,-0.0146,Clean
 'Clean_water\\93 (3).png',1.3987,2.2024,2.4429,0.5292,0.2074,0.0677,-0.0039,-0.0074,-0.0074,Clean
 'Clean_water\\94 (2).png',0.6352,1.2935,1.527,0.3505,0.2893,0.2066,0.0081,0.0051,0.0083,Clean
 'Clean_water\\94 (3).png',0.0174,0.9317,1.502,0.0159,0.1699,0.1777,0.0111,0.006,0.0101,Clean
 'Clean_water\\95 (2).png',0.3976,1.8669,1.9435,0.4044,0.1716,0.1664,0.008,0.0014,0.0014,Clean
